collected_at,data_window,production_id,article_id,title,question_type,answer_url,published_display,views,likes,comments,favorites,thanks,interaction_source,fold_status,earnings,earnings_source,earnings_collected_at,earnings_window,earnings_match_status,notes
2026-08-10T13:11:11+03:00,REVIEW_DAY,ZH-20260808-002,answer_2069533843439235799,作为公司中层干部的你，发现老板非常喜欢绕过你，直接给基层的员工下达指令，遇到这样的情况你如何处理？,UNKNOWN,https://www.zhihu.com/answer/2069533843439235799,发布于 08-08,205,1,0,2,0,知乎创作中心内容管理,否,18,致知计划内容收益明细,2026-08-10T13:11:11+03:00,最近7天,MATCH_BY_ARTICLE_ID,新流程样本；收益明细显示本期阅读111/本期收益18/累计阅读111/累计收益18
2026-08-10T13:11:11+03:00,REVIEW_DAY,ZH-20260808-001,answer_2069522411372933416,公司实行「上四休三」，但要降薪 1000 元，员工不接受只能辞职，这样合理吗？换做是你会如何选择？,UNKNOWN,https://www.zhihu.com/answer/2069522411372933416,发布于 08-08,139,1,0,0,0,知乎创作中心内容管理,否,UNKNOWN,致知计划内容收益明细,2026-08-10T13:11:11+03:00,最近7天,UNMATCHED,新流程样本；未出现在最近7天内容收益明细前3页
2026-08-10T13:11:11+03:00,REVIEW_DAY,UNKNOWN,answer_2068803220621861489,如何判断领导是否把你当作自己人呢？,UNKNOWN,https://www.zhihu.com/answer/2068803220621861489,发布于 08-06,178,3,0,2,0,知乎创作中心内容管理,否,39,致知计划内容收益明细,2026-08-10T13:11:11+03:00,最近7天,MATCH_BY_ARTICLE_ID,新流程映射缺失；收益明细显示本期阅读163/本期收益39/累计阅读163/累计收益39
2026-08-10T13:11:11+03:00,REVIEW_DAY,UNKNOWN,answer_2068793379685717155,跟领导汇报工作时，总被说抓不住重点，这该怎么办呀？,UNKNOWN,https://www.zhihu.com/answer/2068793379685717155,发布于 08-06,121,3,0,2,0,知乎创作中心内容管理,否,49,致知计划内容收益明细,2026-08-10T13:11:11+03:00,最近7天,MATCH_BY_ARTICLE_ID,新流程映射缺失；收益明细显示本期阅读115/本期收益49/累计阅读115/累计收益49
2026-08-10T13:11:11+03:00,REVIEW_DAY,UNKNOWN,answer_2068390478618399357,现在失业后，就业有多难？,UNKNOWN,https://www.zhihu.com/answer/2068390478618399357,发布于 08-05,453,6,1,1,0,知乎创作中心内容管理,否,UNKNOWN,致知计划内容收益明细,2026-08-10T13:11:11+03:00,最近7天,UNMATCHED,新流程映射缺失；未出现在最近7天内容收益明细前3页
2026-08-10T13:11:11+03:00,REVIEW_DAY,ZH-20260804-003,answer_2068122609598911600,为什么有任务的时候，领导从来不分配给他提拔的人，却分给业务能力过硬的普通员工？,UNKNOWN,https://www.zhihu.com/answer/2068122609598911600,发布于 08-04,148,0,0,1,0,知乎创作中心内容管理,否,UNKNOWN,致知计划内容收益明细,2026-08-10T13:11:11+03:00,最近7天,UNMATCHED,新流程样本；未出现在最近7天内容收益明细前3页
2026-08-10T13:11:11+03:00,REVIEW_DAY,UNKNOWN,answer_2067364159130448284,领导提拔下属时，哪些人是会被提前PASS掉的？,UNKNOWN,https://www.zhihu.com/answer/2067364159130448284,发布于 08-02,364,3,0,0,0,知乎创作中心内容管理,否,17,致知计划内容收益明细,2026-08-10T13:11:11+03:00,最近7天,MATCH_BY_ARTICLE_ID,历史不可归因延续；收益明细显示本期阅读292/本期收益13/累计阅读363/累计收益17
2026-08-10T13:11:11+03:00,REVIEW_DAY,UNKNOWN,answer_2067298333178196355,作为一位空降的领导，如何才能迅速赢得团队的信任呢？,UNKNOWN,https://www.zhihu.com/answer/2067298333178196355,发布于 08-02,49,0,0,2,0,知乎创作中心内容管理,否,36,致知计划内容收益明细,2026-08-10T13:11:11+03:00,最近7天,MATCH_BY_ARTICLE_ID,历史不可归因延续；收益明细显示本期阅读30/本期收益36/累计阅读49/累计收益36
2026-08-10T13:11:11+03:00,REVIEW_DAY,UNKNOWN,answer_2067269682923676093,我朋友去面试，公司规模不大，他侧面了解这个岗位，年年都在招聘，根本留不住人，他犹豫到底要不要去上班？,UNKNOWN,https://www.zhihu.com/answer/2067269682923676093,发布于 08-02,30,1,0,0,0,知乎创作中心内容管理,否,UNKNOWN,致知计划内容收益明细,2026-08-10T13:11:11+03:00,最近7天,UNMATCHED,历史不可归因延续；未出现在最近7天内容收益明细前3页
2026-08-10T13:11:11+03:00,REVIEW_DAY,ZH-20260802-001,answer_2067141025638921938,提拔你当了部门负责人，第一件事该干啥？,UNKNOWN,https://www.zhihu.com/answer/2067141025638921938,发布于 08-02,18,1,0,0,0,知乎创作中心内容管理,否,UNKNOWN,致知计划内容收益明细,2026-08-10T13:11:11+03:00,最近7天,UNMATCHED,新流程样本；缺正式QA/审计；未出现在最近7天内容收益明细前3页
2026-08-10T13:11:11+03:00,REVIEW_DAY,ZH-20260801-001,answer_2066924156592116539,职场中怎么改掉弱者气息？,UNKNOWN,https://www.zhihu.com/answer/2066924156592116539,发布于 08-01,6,0,0,0,0,知乎创作中心内容管理,是,UNKNOWN,致知计划内容收益明细,2026-08-10T13:11:11+03:00,最近7天,UNMATCHED,折叠样本；未出现在最近7天内容收益明细前3页；不做正文失败归因
2026-08-10T13:11:11+03:00,REVIEW_DAY,ZH-20260731-unknown_mofish,answer_2066733997074523922,为什么老板明知你摸鱼却不拆穿?,UNKNOWN,https://www.zhihu.com/answer/2066733997074523922,发布于 07-31,8,0,0,0,0,知乎创作中心内容管理,否,UNKNOWN,致知计划内容收益明细,2026-08-10T13:11:11+03:00,最近7天,UNMATCHED,Trace BROKEN；未出现在最近7天内容收益明细前3页
2026-08-10T13:11:11+03:00,REVIEW_DAY,ZH-20260801-003,answer_2066566025722832645,领导不声不响把你手里的任务拿走后，过了几个月，发现别人干不了，想还给你，你会怎么做呢？,UNKNOWN,https://www.zhihu.com/answer/2066566025722832645,发布于 07-31,34,0,0,0,0,知乎创作中心内容管理,否,UNKNOWN,致知计划内容收益明细,2026-08-10T13:11:11+03:00,最近7天,UNMATCHED,本地生产链完整；未出现在最近7天内容收益明细前3页
2026-08-10T13:11:11+03:00,REVIEW_DAY,zhihu-20260729-fuzzy-responsibility-boundary-001,answer_2065858842207032462,领导布置任务故意模糊责任界限，作为底层员工，如何在谁都不得罪的提前下，保护好自己？,UNKNOWN,https://www.zhihu.com/answer/2065858842207032462,发布于 07-29,64,1,0,0,0,知乎创作中心内容管理,否,UNKNOWN,致知计划内容收益明细,2026-08-10T13:11:11+03:00,最近7天,UNMATCHED,旧流程 LEGACY_RUN；未出现在最近7天内容收益明细前3页
2026-08-10T13:11:11+03:00,REVIEW_DAY,zhihu-20260729-middle-manager-promotion-001,answer_2065829100695113964,为什么工作中，很多高层领导明知道某位中层领导缺乏管理能力，但还是提拔了他当中层？,UNKNOWN,https://www.zhihu.com/answer/2065829100695113964,发布于 07-29,20,0,0,0,0,知乎创作中心内容管理,否,UNKNOWN,致知计划内容收益明细,2026-08-10T13:11:11+03:00,最近7天,UNMATCHED,旧流程 LEGACY_RUN；未出现在最近7天内容收益明细前3页
2026-08-10T13:11:11+03:00,REVIEW_DAY,zhihu-20260729-senior-leader-not-fired-001,answer_2065823788911048364,公司高层明明不行，大老板为什么还不裁掉他们？,UNKNOWN,https://www.zhihu.com/answer/2065823788911048364,发布于 07-29,264,4,0,2,0,知乎创作中心内容管理,否,UNKNOWN,致知计划内容收益明细,2026-08-10T13:11:11+03:00,最近7天,UNMATCHED,旧流程 LEGACY_RUN；未出现在最近7天内容收益明细前3页
2026-08-10T13:11:11+03:00,REVIEW_DAY,UNKNOWN,answer_2065579209939068444,工作中处于摸鱼状态领导真的不知道吗？,UNKNOWN,https://www.zhihu.com/answer/2065579209939068444,发布于 07-28,114,1,1,0,0,知乎创作中心内容管理,否,UNKNOWN,致知计划内容收益明细,2026-08-10T13:11:11+03:00,最近7天,UNMATCHED,内容管理滚动补采；Production ID 未映射
2026-08-10T13:11:11+03:00,REVIEW_DAY,UNKNOWN,answer_2065572500503803251,老板真的在乎初创员工吗？,UNKNOWN,https://www.zhihu.com/answer/2065572500503803251,发布于 07-28,134,1,1,0,0,知乎创作中心内容管理,否,UNKNOWN,致知计划内容收益明细,2026-08-10T13:11:11+03:00,最近7天,UNMATCHED,内容管理滚动补采；Production ID 未映射
2026-08-22T11:32:55+03:00,REVIEW_DAY,UNKNOWN,answer_2074171393848170265,领导说「你很有潜力」，到底是夸你还是在画饼？,UNKNOWN,https://www.zhihu.com/answer/2074171393848170265,发布于昨天 11:29,40,0,0,0,0,知乎创作中心内容管理,否,UNKNOWN,未采集,,,NOT_COLLECTED,2026-08-22 增量采集；按 article_id 去重；收益未采集
2026-08-22T11:32:55+03:00,REVIEW_DAY,UNKNOWN,answer_2074161499174655619,给大领导汇报工作，领导经常性抓到一个点就使劲往细节问，直到问答不上，该如何应对呢？这种现象正常吗？,UNKNOWN,https://www.zhihu.com/answer/2074161499174655619,发布于昨天 10:50,44,0,0,0,0,知乎创作中心内容管理,否,UNKNOWN,未采集,,,NOT_COLLECTED,2026-08-22 增量采集；按 article_id 去重；收益未采集
2026-08-22T11:32:55+03:00,REVIEW_DAY,UNKNOWN,answer_2074160600402473800,男老板是在试探吗？还是我想多了？,UNKNOWN,https://www.zhihu.com/answer/2074160600402473800,发布于昨天 10:47,399,4,0,0,0,知乎创作中心内容管理,否,UNKNOWN,未采集,,,NOT_COLLECTED,2026-08-22 增量采集；按 article_id 去重；收益未采集
2026-08-22T11:32:55+03:00,REVIEW_DAY,UNKNOWN,answer_2073805620902376183,很多人能力很强，但是为什么当不了领导？很多能力差为什么当了领导？,UNKNOWN,https://www.zhihu.com/answer/2073805620902376183,发布于 08-20,111,0,0,0,0,知乎创作中心内容管理,否,UNKNOWN,未采集,,,NOT_COLLECTED,2026-08-22 增量采集；按 article_id 去重；收益未采集
2026-08-22T11:32:55+03:00,REVIEW_DAY,UNKNOWN,answer_2073787181685019073,如果领导不重视你，还有必要继续为他出谋献策吗？,UNKNOWN,https://www.zhihu.com/answer/2073787181685019073,发布于 08-20,345,1,0,0,0,知乎创作中心内容管理,否,UNKNOWN,未采集,,,NOT_COLLECTED,2026-08-22 增量采集；按 article_id 去重；收益未采集
2026-08-22T11:32:55+03:00,REVIEW_DAY,UNKNOWN,answer_2073435663085597749,为什么说在职场里就算和领导关系再好，也不要说心里话？,UNKNOWN,https://www.zhihu.com/answer/2073435663085597749,发布于 08-19,95,2,0,3,0,知乎创作中心内容管理,否,UNKNOWN,未采集,,,NOT_COLLECTED,2026-08-22 增量采集；按 article_id 去重；收益未采集
2026-08-22T11:32:55+03:00,REVIEW_DAY,UNKNOWN,answer_2073432690196587901,为什么大领导看人都很准呢？,UNKNOWN,https://www.zhihu.com/answer/2073432690196587901,发布于 08-19,378,2,0,3,0,知乎创作中心内容管理,否,UNKNOWN,未采集,,,NOT_COLLECTED,2026-08-22 增量采集；按 article_id 去重；收益未采集
2026-08-22T11:32:55+03:00,REVIEW_DAY,UNKNOWN,answer_2073427373660361384,上海2026社保基数下限调整为7546元/月，平均工资首次突破12500元大关，哪些信息值得关注？,UNKNOWN,https://www.zhihu.com/answer/2073427373660361384,发布于 08-19,1037,10,2,0,0,知乎创作中心内容管理,否,UNKNOWN,未采集,,,NOT_COLLECTED,2026-08-22 增量采集；按 article_id 去重；收益未采集
